Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	CanSlow	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDam1	LevDam2	LevDam3	EType	EMin	Emax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood
NehlithakSwoosh	221	20	20	0	22	0	0	0	0	0	0	1	0	0	expansion\nehlthak_Swoosh	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
NehlithakDebris1	222	18	18	0	16	0	0	0	0	0	0	0	0	1	expansion\Skeleton_pieces_A	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakDebris2	223	18	18	0	16	0	0	0	0	0	0	0	0	1	expansion\Skeleton_pieces_B	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakDebris3	224	18	18	0	16	0	0	0	0	0	0	0	0	1	expansion\Skeleton_pieces_C	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakDebris4	225	18	18	0	16	0	0	0	0	0	0	0	0	1	expansion\Skeleton_pieces_D	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakGlow	226	0	0	0	0	0	0	0	0	0	0	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0
BaalTeleport	227	0	0	0	20	0	3	0	128	64	64	0	0	0	Expansion\Baalsummonoverlay	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BaalCloneDeath	228	0	0	0	20	0	3	0	128	64	64	0	0	0	Expansion\Baalteleport	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
AnyaSteamVent	229	0	0	0	82	0	0	0	0	0	0	0	0	0	expansion\IceCaveEruption	41	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
AnyaSteam	230	0	0	0	82	0	0	0	0	0	0	0	0	0	expansion\Ice_Smoke	41	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
NehlithakHole	231	0	0	0	250	0	0	0	0	0	0	0	0	1	expansion\nehlthak_Hole	41	16	0	1	25	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakHoleLight	232	0	0	0	250	0	0	0	0	0	0	0	0	1	expansion\nehlthak_Hole_light	41	16	0	1	25	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
VolcanoFireTrail	233	12	12	0	0	0	0	0	0	0	0	0	0	1	expansion\wallfire_low_Tiny	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakGlow2	234	0	0	0	192	0	0	0	0	0	0	0	0	1	expansion\NehlithakGlow	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
NehlithakBoneChips	235	0	0	0	192	0	0	0	0	0	0	0	0	1	expansion\BonePieces	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
BaalCorpseExplodeFade	236	0	0	0	44	0	0	0	0	0	0	0	0	1	expansion\CEBaalFade	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
ArmageddonFire	237	0	0	0	37	0	5	1	255	178	64	0	0	1	groundFireSmall	37	16	0	1	12	36	8	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	2	0	0	0	0	0	0	fire	10	14	6	7	8	0	0	0	0	32	1	0
IceSparkle	238	0	0	0	250	0	2	1	255	178	64	0	0	1	expansion\iceglint	6	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	2	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Control	239	0	0	0	650	0	10	0	255	178	64	0	0	1	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Spirit 1	240	10	10	0	250	0	0	0	0	0	0	0	0	1	expansion\baaldeathghostie02	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	8	0
BaalFX Spirit 2	241	10	10	0	250	0	0	0	0	0	0	0	0	1	expansion\baaldeathghostie01	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	8	0
BaalFX Spirit 3	242	10	10	0	250	0	0	0	0	0	0	0	0	1	null	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Spirit 4	243	10	10	0	250	0	0	0	0	0	0	0	0	1	null	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Spirit 5	244	10	10	0	250	0	0	0	0	0	0	0	0	1	null	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Baal Head Appear	245	0	0	0	36	0	0	0	0	0	0	0	0	0	expansion\baaldeathswirl	36	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Baal Head 1	246	0	0	0	56	0	5	0	255	178	64	0	0	0	expansion\baaldeathhead01	42	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Baal Head 2	247	0	0	0	56	0	5	0	255	178	64	0	0	0	expansion\baaldeathhead02	42	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Baal Head 3	248	0	0	0	56	0	5	0	255	178	64	0	0	0	expansion\baaldeathhead03	42	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Tyreal Debris 1	249	0	0	0	40	0	0	0	0	0	0	0	0	1	expansion\BCeilingChunkFall1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Tyreal Debris 2	250	0	0	0	40	0	0	0	0	0	0	0	0	1	expansion\BCeilingChunkFall2	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Tyreal Debris 3	251	0	0	0	40	0	0	0	0	0	0	0	0	1	expansion\BCeilingChunkFall3	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BaalFX Tyreal Debris Break	252	0	0	0	16	0	0	0	0	0	0	0	0	0	expansion\BCeilingChunkBreak	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
Worldstone shake	253	0	0	0	200	0	0	0	0	0	0	0	0	1	null	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	1	0
BlessedHammer	254	18	30	250	120	0	5	0	222	222	255	6	0	1	blessedhammer	6	16	0	0	0	0	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	12	16	8	8	8		0	0	0	0	0	0	0	0	0	0	16	0
SentryLightningBolt	255	30	30	0	10	2	4	0	255	255	255	0	0	2	null	2	16	0	0	0	0	3	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	276	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
SentryLightningHit	256	0	0	0	12	0	3	1	255	255	255	0	0	1	LightningStrike	8	16	0	1	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	0	0	ltng	2	5	2	2	2	0	0	0	0	64	32	0
LightningTowerNova	257	24	24	-1000	13	0	0	0	255	255	255	0	0	0	ElectricNova	13	16	0	0	0	0	3	0	0	1	1	0	0	1	4	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	1	48	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
